tweet_id,customer_text,intent,escalation,escalation_reason,label_source
2341887,my iPhone X front speaker sounds like it’s screaming out its lungs when I’m playing music at full volume (crackling vibration) since the first day. On iOS 11.1.1. Any advise?,DISPLAY_AUDIO_CAMERA,no,,auto_provisional
2500897,"So, and the is warning me that I can’t get a refund when I press buy and something about 14 days... Does this mean I can get a refund Before buying the app? Idiotic system. Lack of refund is a major problem in the App Store.",PURCHASE_PAYMENT,no,,auto_provisional
2666282,"After first receiving a message saying ""We are unable to process your request at this time. Try again later."", I now have a message saying ""This purchase is not eligible for a refund."" I am very unhappy that we've paid 33€ for a picture of a cartoon mammoth :(",PURCHASE_PAYMENT,no,,auto_provisional
1474845,"hi, I had money removed from my account only for my payment method to be declined later and no purchase. Refund please.",PURCHASE_PAYMENT,no,,auto_provisional
878879,iTunes won’t use my available credit as payment anymore. Wants credit card for purchases.,PURCHASE_PAYMENT,no,,auto_provisional
632094,"Any reason why my iTunes payment method (credit card) gets rejected for some subscriptions and in-app purchases, but works fine for others within the same app?",PURCHASE_PAYMENT,no,,auto_provisional
2955452,can I add company name to my billing address for my personal Apple ID? Sometimes I buy software that I use at my company (self-employed). Would love to get VAT invoices for those particular orders (like recent Pro purchase). 😀,PURCHASE_PAYMENT,no,,auto_provisional
2303120,"My kids are old enough to have that freedom, but I wont let them purchase paid apps at will given how games entice kids to buy game currency",PURCHASE_PAYMENT,no,,auto_provisional
2700983,"they said they refunded me but i’ve had this email, does this mean they’ve charged me again?!?",PURCHASE_PAYMENT,no,,auto_provisional
2342893,I’ve been charged twice after amending my subscription email how do I get refunded?,PURCHASE_PAYMENT,no,,auto_provisional
2618238,unrecognised charge on card... can someone tell me what it is... no purchases made,PURCHASE_PAYMENT,no,,auto_provisional
655861,I jst saw a transaction made on my credit card from an iTunes purchase of $10.81 and another of $1.07 I didn’t buy nothing.,PURCHASE_PAYMENT,no,,auto_provisional
2944486,YOU CHARGED MY ACCOUNT FOR $50 WORTH OF STUFF I NEVER PURCHASED . GIVE ME MY MONEY BACK !!!!!!!,PURCHASE_PAYMENT,no,,auto_provisional
1083277,Hi How do I get a refund? I purchase a recharge gem at but it never went through and the amount has been ...,PURCHASE_PAYMENT,no,,auto_provisional
2299193,I’ve been charged almost £200 for a subscription renual for an app I did not authorise... I’ve had to call my bank and stop further payments! Can you contact me immediately!!! - Paige.,PURCHASE_PAYMENT,no,,auto_provisional
2246693,My phone was sitting off the charger all night and went from 99% to 52%. Ok why is the battery dying like this after the iOS 11 update.,BATTERY_POWER,no,,auto_provisional
332490,"#ios11 battery drain issue is horrific, my iphone 7 is draining fast even on low power mode. #iphonebatterydrain",BATTERY_POWER,no,,auto_provisional
428356,Basic guys! Basic! iOS 11.0.2 is draining the battery even while charging. Why? Battery life is the most important thing.,BATTERY_POWER,no,,auto_provisional
50073,What did i wrong? Any version of ios 11 drains my battery. I have to charge It twice a day. Apple please....,BATTERY_POWER,no,,auto_provisional
2076301,"Hey , when are you gonna fix the battery draining issue from the new update? My phone is dying faster than it’s charging 🙄",BATTERY_POWER,no,,auto_provisional
2276283,"I trusted you and updated my phone to 11 v. After that my phone is start heating up and the battery draining, then I used to change the power IC which fixed the issue but after my phone GPS and the touch ID stopped working. Do I used to own your faults??",BATTERY_POWER,no,,auto_provisional
2932167,It’s super awesome that the iOS update frl@ to fix the I glitch drains my battery. Phone has been off the charger for 2 hours and I’m down to 67%. In other news being able to write long drawn out rambling tweets is neat.,BATTERY_POWER,no,,auto_provisional
484494,"Dear , can you shed any light on this please? Since updating iOS I can’t switch my phone on without a charger: even when it had nearly half of battery life, it says it’s drained. SE, 18 months old, no other changes, app refresh off.",BATTERY_POWER,no,,auto_provisional
2207592,Hey can we make an update to where my phone doesn't drain battery for no apparent reason. Its been on the charger too.,BATTERY_POWER,no,,auto_provisional
