tweet_id,customer_text,intent,escalation,escalation_reason,label_source
1202878,"iOS 10.0.3 full of bugs. Since applying this update my iPhone 6 plus runs v slow, freezes & a number of apps no longer work",DEVICE_PERFORMANCE,no,,human
1006083,after update of ios 11.0.2 my iphone 6s screen freeze and phone has become slow with battery drain . Please help,DEVICE_PERFORMANCE,no,,human
793408,"#ThursdayThoughts since last ios update, my phone has gone slow, freezes as crashes. Battery evaporates in hours 👎🏻👎🏻👎🏻",DEVICE_PERFORMANCE,no,,human
2555415,"after installing iOS 11 on to my iPhone 6, a lot of apps are crashing and it sometimes freezes my entire phone, I have to force a restart everytime this happens. Furthermore, the apps seem to lag whilst launching e.g. Youtube, is there a new update coming out? 1/2",DEVICE_PERFORMANCE,no,,human
2062281,updates to iOS 11 and phone freezes/crashes 10+ per day? 😔,DEVICE_PERFORMANCE,no,,human
483177,"Seems I woke up to a new update. Restarted and palpable slowdown in my Safari and Chrome. Start a video and the fan goes like crazy, Safari freezes., Chrome just keeps loading",DEVICE_PERFORMANCE,no,,human
1873022,Swear my iPhone hasn’t been working correctly ever since I updated to ios11.1 apps crash on their own and phone freezes up,DEVICE_PERFORMANCE,no,,human
1936758,"Since the update it freezes, crashes, stops podcasts and just dies so I have to restart it. The battery is also a joke on this update. I've tried re-downloading apps etc.",DEVICE_PERFORMANCE,no,,human
2833021,"After iOS 11.1.2 update, my phone slowed down and started to freeze. this happened to a few friends. why can we do it.",DEVICE_PERFORMANCE,no,,human
354521,iOS 11 usually Facebook will freeze and Instagram runs really slow and crashes damn near everything on the phone is laggy,DEVICE_PERFORMANCE,no,,human
1956876,Hey the new iPhone ios11 update (11.0.3) sucks - my apps freeze and crash. Worst ever update please fix and fast,DEVICE_PERFORMANCE,no,,human
188624,"Hey you’re new iOS 11 is HORRIBLE. Even the new update is awful. My iMessages has lots of delays, freezes and is slow. #fail",DEVICE_PERFORMANCE,no,,human
808910,The iOS 11 update slows down my productivity at work bc my apps (native & 3rd party) consistently freeze/crash - fix it !,DEVICE_PERFORMANCE,no,,human
2837222,Yes. Clean install to 11.1.2. I’ve turned off background refresh and all things that could be slowing it down and draining the battery. When typing the keyboard lags and freezes. Apps constantly crash. And my battery lasts maybe 5 hours max on full charge with moderate use.,DEVICE_PERFORMANCE,no,,human
2482120,"When are going to release the next iOS 11 update? My 6S has been ruined, constantly freezes, crashes and has issues with calls!!!",DEVICE_PERFORMANCE,no,,human
208951,Yo WTF is with this auto WiFi and Bluetooth connection... it’s mad annoying!!!,CONNECTIVITY,no,,human
2352122,cellular signal has been super unreliable on #AppleWatchSeries3 Smh What am I paying for? Can't use if I have no signal. #redxonapplewatchallday #nowifinouse,CONNECTIVITY,no,,human
2621266,"iPhone 8 AirDrop problem! Tried every single method on the internet no joy! Turn old iPho 6 on instant connection! all setting exactly the same. Reset network connections, Logged out/in iCloud, reset all BT and wifi settings on iMac late 2013, and iPho on ios11.1.2",CONNECTIVITY,no,,human
